19.jpg	0.925595	0.061113	0.061113	0.458090	0.938887	0.458090	0.160185	0.229264	0.229264	0.160185	0.147307	0.592997	0.101987	0.592997	0.147307	NaN	0.713095	0.286905	
20.jpg	0.996802	0.154279	0.154279	0.181204	0.808496	0.181204	0.156170	0.496135	0.496135	0.156170	0.203587	0.003198	0.700375	0.003198	0.203587	0.611130	0.715424	0.284576	
21.jpg	0.950912	0.213401	0.213401	0.285760	0.879106	0.285760	0.049088	0.346793	0.346793	0.049088	0.239129	0.122415	0.276080	0.122415	0.239129	0.721785	0.649101	0.278215	
22.jpg	0.939290	0.045680	0.045680	0.477332	0.053752	0.477332	0.226196	0.278659	0.278659	0.226196	0.272820	0.164626	0.954320	0.164626	0.272820	0.697805	0.790519	0.209481	
23.jpg	0.987704	0.012296	0.012296	0.511992	0.078101	0.511992	0.239934	0.450764	0.450764	0.239934	0.242455	0.197215	0.922605	0.197215	0.242455	0.836296	0.619297	0.163704	
24.jpg	0.551409	0.070412	0.070412	0.079796	0.966567	0.079796	0.035651	0.117532	0.117532	0.035651	0.033433	0.262942	0.812531	0.262942	0.033433	0.795833	0.473832	0.204167	
25.jpg	0.957518	0.159668	0.159668	0.254174	0.042482	0.254174	0.346672	0.196323	0.196323	0.346672	0.313893	0.218897	0.248149	0.218897	0.313893	0.830208	0.670107	0.169792	
26.jpg	0.784296	0.150850	0.150850	0.108411	0.891589	0.108411	0.318739	0.195694	0.195694	0.318739	0.162999	0.117074	0.791742	0.117074	0.162999	0.734884	0.747060	0.252940	
27.jpg	0.990939	0.182255	0.182255	0.258636	0.264421	0.258636	0.276050	0.276383	0.276383	0.276050	0.215183	0.106132	0.009061	0.106132	0.215183	0.653235	0.721699	0.278301	
28.jpg	0.940128	0.153146	0.153146	0.088282	0.336727	0.088282	0.190028	0.261372	0.261372	0.190028	0.187780	0.059872	0.067361	0.059872	0.187780	0.747873	0.748693	0.251307	
29.jpg	0.971593	0.067257	0.067257	0.108226	0.305137	0.108226	0.028407	0.112419	0.112419	0.028407	0.045216	0.203086	0.516255	0.203086	0.045216	0.736877	0.640388	0.263123	
30.jpg	0.960035	0.147651	0.147651	0.039965	0.340133	0.039965	0.212308	0.272302	0.272302	0.212308	0.175554	0.089018	0.535492	0.089018	0.175554	0.608659	0.708841	0.291159	
31.jpg	0.972698	0.054200	0.054200	0.027302	0.307177	0.027302	0.071902	0.249931	0.249931	0.071902	0.099298	0.099984	0.113510	0.099984	0.099298	0.767805	0.634700	0.232195	
32.jpg	0.993260	0.006740	0.006740	0.046346	0.476531	0.046346	0.081230	0.103964	0.103964	0.081230	0.219569	0.096124	0.826535	0.096124	0.219569	0.785110	0.634715	0.214890	
33.jpg	0.942054	0.057946	0.057946	0.260047	0.845610	0.260047	0.095898	0.357705	0.357705	0.095898	0.266844	0.080999	0.618122	0.080999	0.266844	0.785994	0.770636	0.214006	
34.jpg	0.972681	0.179360	0.179360	0.110395	0.388603	0.110395	0.226637	0.042074	0.042074	0.226637	0.107722	0.042443	0.027319	0.042443	0.107722	0.431217	0.739244	0.260756	
35.jpg	0.964546	0.035454	0.035454	0.223700	0.488272	0.223700	0.094508	0.784401	0.784401	0.094508	0.156495	0.575689	0.538372	0.575689	0.156495	0.633822	0.741849	0.258151	
36.jpg	0.866651	0.395302	0.395302	0.088081	0.041403	0.088081	0.325892	0.110459	0.110459	0.325892	0.121108	0.159376	0.958597	0.159376	0.121108	0.814206	0.520720	0.185794	
37.jpg	0.909449	0.300577	0.300577	0.090551	0.469208	0.090551	0.105027	0.295001	0.295001	0.105027	0.213096	0.481642	0.098462	0.481642	0.213096	0.785475	0.589787	0.214525	
38.jpg	0.946762	0.316483	0.316483	0.095533	0.200112	0.095533	0.106994	0.568790	0.568790	0.106994	0.053238	0.280213	0.543274	0.280213	0.053238	0.758738	0.679719	0.241262	
39.jpg	0.918129	0.119945	0.119945	0.081871	0.602984	0.081871	0.152055	0.564535	0.564535	0.152055	0.123398	0.450743	0.228603	0.450743	0.123398	0.792220	0.513923	0.207780	
40.jpg	0.922155	0.077845	0.077845	0.080076	0.728916	0.080076	0.090737	0.309474	0.309474	0.090737	0.119237	0.201809	0.131544	0.201809	0.119237	0.777876	0.557781	0.222124	
41.jpg	0.962486	0.037514	0.037514	0.276692	0.635546	0.276692	0.131507	0.100006	0.100006	0.131507	0.336540	0.386625	0.230524	0.386625	0.336540	0.779941	0.595744	0.220059	
42.jpg	0.785824	0.094015	0.094015	0.310223	0.314754	0.310223	0.109356	0.233173	0.233173	0.109356	0.102126	0.580121	0.905985	0.580121	0.102126	0.337040	0.699308	0.300692	
43.jpg	0.691592	0.090761	0.090761	0.006145	0.223765	0.006145	0.012276	0.157041	0.157041	0.012276	0.191547	0.223778	0.993855	0.223778	0.191547	0.789524	0.793233	0.206767	
44.jpg	0.693659	0.093174	0.093174	0.129944	0.164307	0.129944	0.036628	0.158099	0.158099	0.036628	0.156541	0.093219	0.963372	0.093219	0.156541	0.658157	0.819452	0.180548	
45.jpg	0.944031	0.316329	0.316329	0.118446	0.478522	0.118446	0.204972	0.100804	0.100804	0.204972	0.055969	0.175261	0.184357	0.175261	0.055969	0.792180	0.547765	0.207820	
46.jpg	0.962448	0.068300	0.068300	0.364922	0.530766	0.364922	0.544160	0.037552	0.037552	0.544160	0.094935	0.268073	0.071927	0.268073	0.094935	0.334633	0.720448	0.279552	
47.jpg	0.897391	0.117168	0.117168	0.274227	0.843827	0.274227	0.497461	0.101458	0.101458	0.497461	0.059030	0.204180	0.940970	0.204180	0.059030	0.478610	0.659727	0.340273	
48.jpg	0.745941	0.195857	0.195857	0.086358	0.948288	0.086358	0.051712	0.308819	0.308819	0.051712	0.080502	0.142040	0.737876	0.142040	0.080502	0.748026	0.486150	0.251974	
49.jpg	0.907256	0.307974	0.307974	0.305539	0.859738	0.305539	0.207523	0.092744	0.092744	0.207523	0.121544	0.157767	0.658107	0.157767	0.121544	0.619966	0.698636	0.301364	
50.jpg	0.950048	0.101649	0.101649	0.153386	0.707766	0.153386	0.050257	0.049952	0.049952	0.050257	0.253302	0.130193	0.365348	0.130193	0.253302	0.531703	0.706465	0.293535	
51.jpg	0.916633	0.228292	0.228292	0.233022	0.722562	0.233022	0.277244	0.083367	0.083367	0.277244	0.181829	0.372983	0.254174	0.372983	0.181829	0.776275	0.521673	0.223725	
52.jpg	0.942844	0.098271	0.098271	0.140944	0.484996	0.140944	0.177022	0.225863	0.225863	0.177022	0.057156	0.064626	0.183879	0.064626	0.057156	0.732550	0.727627	0.267450	
53.jpg	0.802267	0.303766	0.303766	0.230087	0.343372	0.230087	0.201685	0.222536	0.222536	0.201685	0.238250	0.197733	0.215110	0.197733	0.238250	0.593219	0.731769	0.268231	
54.jpg	0.772400	0.116007	0.116007	0.124217	0.934182	0.124217	0.110650	0.100553	0.100553	0.110650	0.130314	0.065818	0.524747	0.065818	0.130314	0.740521	0.524862	0.259479	
55.jpg	0.977363	0.061279	0.061279	0.136957	0.022637	0.136957	0.043899	0.351552	0.351552	0.043899	0.121867	0.141108	0.479839	0.141108	0.121867	0.750934	0.643362	0.249066	
56.jpg	0.973244	0.160302	0.160302	0.195834	0.026756	0.195834	0.158869	0.435707	0.435707	0.158869	0.107305	0.128908	0.197785	0.128908	0.107305	0.769336	0.649233	0.230664	
57.jpg	0.472217	0.190287	0.190287	0.079058	0.617073	0.079058	0.159506	0.088041	0.088041	0.159506	0.091227	0.023917	0.976083	0.023917	0.091227	0.300669	0.699331	0.312820	
58.jpg	0.336330	0.041845	0.041845	0.034262	0.278490	0.034262	0.052611	0.027275	0.027275	0.052611	0.198063	0.030373	0.972725	0.030373	0.198063	0.825243	0.623409	0.174757	
59.jpg	0.986669	0.013331	0.013331	0.066750	0.121675	0.066750	0.035840	0.032758	0.032758	0.035840	0.056114	0.108571	0.928838	0.108571	0.056114	0.669831	0.761962	0.238038	
60.jpg	0.970317	0.029683	0.029683	0.080969	0.116833	0.080969	0.044661	0.192651	0.192651	0.044661	0.506802	0.122514	0.704325	0.122514	0.506802	0.803792	0.522780	0.196208	
61.jpg	0.646304	0.117025	0.117025	0.153131	0.971550	0.153131	0.031820	0.219756	0.219756	0.031820	0.028450	0.123696	0.567021	0.123696	0.028450	NaN	0.664546	0.335454	
62.jpg	0.863043	0.147853	0.147853	0.159946	0.413028	0.159946	0.143696	0.136957	0.136957	0.143696	0.221312	0.372912	0.829327	0.372912	0.221312	0.461632	0.758985	0.241015	
63.jpg	0.914258	0.085742	0.085742	0.234635	0.489331	0.234635	0.110797	0.119592	0.119592	0.110797	0.108304	0.245129	0.244806	0.245129	0.108304	0.780725	0.710000	0.219275	
64.jpg	0.981802	0.151779	0.151779	0.039007	0.063971	0.039007	0.068568	0.396567	0.396567	0.068568	0.169318	0.026082	0.018198	0.026082	0.169318	0.413601	0.741153	0.258847	
65.jpg	0.903682	0.061153	0.061153	0.137120	0.334897	0.137120	0.121490	0.205851	0.205851	0.121490	0.067100	0.324584	0.938847	0.324584	0.067100	0.779119	0.546654	0.220881	
66.jpg	0.983100	0.019611	0.019611	0.025689	0.500660	0.025689	0.042090	0.016900	0.016900	0.042090	0.572889	0.389289	0.725394	0.389289	0.572889	0.682097	0.726560	0.273440	
67.jpg	0.947048	0.052952	0.052952	0.430284	0.303696	0.430284	0.072605	0.136019	0.136019	0.072605	0.289929	0.225969	0.085340	0.225969	0.289929	0.782448	0.588363	0.217552	
68.jpg	0.963915	0.042782	0.042782	0.376630	0.085508	0.376630	0.036085	0.120427	0.120427	0.036085	0.049605	0.765803	0.246141	0.765803	0.049605	0.333015	0.735790	0.264210	
80.jpg	0.982695	0.137613	0.137613	0.411083	0.698494	0.411083	0.179225	0.231488	0.231488	0.179225	0.381281	0.407390	0.017305	0.407390	0.381281	0.458738	0.736349	0.263651	
